open_time,open,high,low,close,volume,close_time,qoute_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1735898400000000,3443.63000000,3447.40000000,3438.59000000,3446.05000000,3024.06170000,1735900199999999,10409597.89565500,23716,1541.95900000,5308206.52444800,0
1735900200000000,3446.05000000,3452.00000000,3444.12000000,3446.01000000,3019.14940000,1735901999999999,10410065.30881000,21537,1526.69860000,5264161.46770700,0
1735902000000000,3446.00000000,3457.43000000,3446.00000000,3457.01000000,3076.86230000,1735903799999999,10624075.64983100,22612,1729.90710000,5973068.90352600,0
1735903800000000,3457.02000000,3468.01000000,3455.03000000,3465.62000000,5833.97200000,1735905599999999,20195457.98614700,35301,3213.41060000,11123846.24198500,0
1735905600000000,3465.61000000,3474.49000000,3461.26000000,3473.48000000,5391.63990000,1735907399999999,18695587.88186600,39420,2389.73580000,8288955.46172100,0
1735907400000000,3473.40000000,3476.53000000,3462.87000000,3463.83000000,3943.74420000,1735909199999999,13679548.10690300,28827,1766.30080000,6127135.80223600,0
1735909200000000,3463.83000000,3498.38000000,3463.51000000,3486.17000000,13228.79830000,1735910999999999,46099197.92644000,81528,7276.83860000,25360960.34973900,0
1735911000000000,3486.16000000,3492.94000000,3479.04000000,3481.85000000,7200.82750000,1735912799999999,25107161.82840000,67495,3103.76400000,10823288.44089300,0
1735912800000000,3481.86000000,3513.60000000,3481.61000000,3511.99000000,13315.14910000,1735914599999999,46620981.11150600,87012,8213.23280000,28755220.02224200,0
1735914600000000,3511.99000000,3536.64000000,3507.21000000,3527.19000000,27089.61570000,1735916399999999,95469538.34697700,174818,14529.24980000,51199362.82424500,0
1735916400000000,3527.19000000,3544.88000000,3520.09000000,3539.31000000,15470.39650000,1735918199999999,54641807.93117000,137657,7560.47720000,26707554.80838400,0
1735918200000000,3539.32000000,3576.00000000,3535.95000000,3565.13000000,27957.26310000,1735919999999999,99498267.39702900,135174,14365.85980000,51133245.30737300,0
1735920000000000,3565.14000000,3596.59000000,3565.14000000,3581.69000000,22987.74670000,1735921799999999,82382954.99019700,140736,11554.29840000,41409494.67333200,0
1735921800000000,3581.69000000,3598.80000000,3580.00000000,3584.28000000,13450.31090000,1735923599999999,48258861.17442300,96729,5080.99080000,18227977.62386600,0
1735923600000000,3584.28000000,3593.45000000,3573.60000000,3577.81000000,7050.91890000,1735925399999999,25261354.02436400,63073,3087.30390000,11061333.67681700,0
1735925400000000,3577.81000000,3586.01000000,3574.90000000,3575.47000000,10006.35810000,1735927199999999,35837368.45116800,46810,5441.64790000,19491951.85870100,0
1735927200000000,3575.47000000,3600.00000000,3574.08000000,3599.99000000,6297.90310000,1735928999999999,22594422.39250200,49942,3609.53260000,12951850.44496000,0
1735929000000000,3599.99000000,3617.50000000,3597.64000000,3605.59000000,15620.79610000,1735930799999999,56355987.48312600,96366,8247.26210000,29751063.25745600,0
1735930800000000,3605.59000000,3625.65000000,3602.24000000,3620.86000000,9945.82950000,1735932599999999,35968966.20810000,66444,6084.74340000,22004387.41599500,0
1735932600000000,3620.85000000,3630.00000000,3616.50000000,3622.83000000,6287.88890000,1735934399999999,22775789.64594600,57057,2959.15040000,10718478.47178900,0
1735934400000000,3622.82000000,3623.44000000,3600.00000000,3612.43000000,7668.90920000,1735936199999999,27690865.24904300,54877,2937.10810000,10605600.63522500,0
1735936200000000,3612.43000000,3614.13000000,3600.00000000,3600.57000000,5004.40800000,1735937999999999,18048872.12358900,44225,2181.00840000,7866921.53328600,0
1735938000000000,3600.57000000,3615.27000000,3595.00000000,3613.69000000,5570.22900000,1735939799999999,20093718.56706500,45910,3279.15780000,11831520.46145600,0
1735939800000000,3613.68000000,3616.69000000,3606.05000000,3614.39000000,3704.91770000,1735941599999999,13384166.14425800,29579,1858.46460000,6713687.95027900,0
1735941600000000,3614.38000000,3624.38000000,3610.21000000,3620.90000000,6584.05430000,1735943399999999,23826787.46048600,32131,3856.62180000,13958942.88014100,0
1735943400000000,3620.89000000,3622.70000000,3612.97000000,3616.18000000,2488.81600000,1735945199999999,9002346.62324700,20442,1102.51560000,3987685.57996300,0
1735945200000000,3616.19000000,3617.72000000,3606.86000000,3607.36000000,3626.60990000,1735946999999999,13098715.55897900,28474,1491.62470000,5387617.77113900,0
1735947000000000,3607.35000000,3610.29000000,3604.63000000,3609.01000000,4098.59290000,1735948799999999,14784049.51888700,17766,1880.67450000,6783275.86642300,0
1735948800000000,3609.00000000,3620.86000000,3604.04000000,3616.50000000,4534.72100000,1735950599999999,16376233.47882300,26745,2430.97210000,8780778.40741200,0
1735950600000000,3616.50000000,3616.50000000,3601.81000000,3602.41000000,4185.62530000,1735952399999999,15097792.84483200,29178,1533.90300000,5532902.43735700,0
1735952400000000,3602.42000000,3604.11000000,3579.92000000,3594.24000000,9578.84770000,1735954199999999,34377410.57759800,46181,4027.07780000,14449511.90773300,0
1735954200000000,3594.23000000,3598.59000000,3590.14000000,3596.27000000,3049.05980000,1735955999999999,10956573.46440700,26506,1542.13240000,5542160.38099900,0
1735956000000000,3596.28000000,3597.77000000,3583.68000000,3585.43000000,2954.33340000,1735957799999999,10607440.58195000,21878,1312.93890000,4714783.83968300,0
1735957800000000,3585.43000000,3600.00000000,3582.88000000,3596.40000000,2845.64700000,1735959599999999,10225601.27727600,24524,1781.76990000,6402451.10763300,0
1735959600000000,3596.40000000,3600.42000000,3591.00000000,3594.10000000,2383.71710000,1735961399999999,8569414.63378400,20614,1194.59590000,4294055.94178400,0
1735961400000000,3594.10000000,3599.60000000,3591.71000000,3597.97000000,2527.60080000,1735963199999999,9089644.53392100,15534,1584.30550000,5697088.47165300,0
1735963200000000,3597.98000000,3597.98000000,3588.00000000,3588.01000000,3290.56520000,1735964999999999,11816041.78980300,18332,1893.84150000,6800287.30661800,0
1735965000000000,3588.00000000,3591.48000000,3584.16000000,3591.47000000,2855.18030000,1735966799999999,10243102.01314100,17226,1503.13240000,5392279.69540700,0
